access_date,Event_context,Component,Event_name,Description,Origin,matrik,KOD KURSUS
2020-09-07,Course: SSK3101-13: PENGATURCARAAN KOMPUTER II (COMPUTER PROGRAMMING II),System,Course viewed,The user with id '2953' viewed the course with id '3083'.,web,557719,SKM4201
2020-09-07,Course: SSK3101-13: PENGATURCARAAN KOMPUTER II (COMPUTER PROGRAMMING II),System,Course viewed,The user with id '2953' viewed the course with id '3083'.,web,557719,SSK3100
2020-09-07,Course: SSK3101-13: PENGATURCARAAN KOMPUTER II (COMPUTER PROGRAMMING II),System,Course viewed,The user with id '2953' viewed the course with id '3083'.,web,557719,SKR3307
2020-09-07,Course: SKR3200-1: KOMUNIKASI DAN RANGKAIAN KOMPUTER (COMMUNICATION AND COMPUTER NETWORKS),System,Course viewed,The user with id '13697' viewed the course with id '3010'.,web,570920,SKM4201
2020-09-07,Course: SKR4404-1: PENGKOMPUTERAN AWAN  (CLOUD COMPUTING),System,Course viewed,The user with id '3134' viewed the course with id '3033'.,web,084319,SSK4508
2020-09-07,Course: SKR4404-1: PENGKOMPUTERAN AWAN  (CLOUD COMPUTING),System,Course viewed,The user with id '3134' viewed the course with id '3033'.,web,084319,SSK3102
2020-09-07,Course: SKR3200-1: KOMUNIKASI DAN RANGKAIAN KOMPUTER (COMMUNICATION AND COMPUTER NETWORKS),System,Course viewed,The user with id '13697' viewed the course with id '3010'.,web,570920,SSK4617
2020-09-07,Course: SSK3101-8: PENGATURCARAAN KOMPUTER II (COMPUTER PROGRAMMING II),System,Course viewed,The user with id '3597' viewed the course with id '3091'.,web,832220,SSK4407
2020-09-07,Course: SSK3101-6: PENGATURCARAAN KOMPUTER II (COMPUTER PROGRAMMING II),System,Course viewed,The user with id '22309' viewed the course with id '3088'.,web,544019,SKR3202
2020-09-07,Course: SSK3101-6: PENGATURCARAAN KOMPUTER II (COMPUTER PROGRAMMING II),System,Course viewed,The user with id '22309' viewed the course with id '3088'.,web,822120,SSK4505
